CNO;CNUM;TYP;FABR;MIET;MASS;FARB;ANO;BEME;LNM;BJ;BDAT;ZDAT;RNUM;RBET;WERT;FAKT;KOST;LIEF;MDA;MDE;ABHO;KONT;Z247;Z251;Z255;Z259;Z263;Z345;Z349;Z353;Z357;Z361;Z365;Z447;Z451;Z455;Z459;Z463;Z545;Z549;Z553;Z557;Z561;Z565;Z647;Z651;Z655;Z659;Z663
396;F 703.5/96;Fäkalientank 3400 l;STUGEBA;0,00;3000x2435x500;8024;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;30.09.2014;  .  .    ;  .  .    ;17.12.2014;/23.12.2014/08:20;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
397;F 703.6/96;Fäkalientank 3400 l;STUGEBA;91,00;3000x2435x500;8024;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;14.01.2013;  .  .    ;  .  .    ;07.08.2013;/08.08.2013/08:11;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
401;8461;Bürocontainer 16 ft.;GR-JO;0,00;4880x2435x2817;9018/7024;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;12.03.2015;  .  .    ;  .  .    ;  .  .    ;/11.03.2015/09:40;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
409;192/95;Bürocontainer  WC/Kk;CN STUGEBA;0,00;6055x2435x2590;1015 hellelfenbein;0;;;03.95;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;01.10.2012;  .  .    ;  .  .    ;  .  .    ;/28.09.2012/11:45;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
421;000014;2 Stahl-Außentreppen;3stufig;50,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.06.2014;18.06.2014;  .  .    ;23.06.2014;/30.06.2014/17:28;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
425;290296-7;TK-Container  20 ft.;MITSUBISHI;953,00;6055x2435x2590;;0;gemietet von CHT Natelberg;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/09.11.2012/12:51;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
426;464/97;Kühlcontainer 13 ft.;STUG/ZAN;1820,00;4000x2435x2590;1013 / 5021;0;;STUGEBA;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;11.08.2014;  .  .    ;  .  .    ;  .  .    ;/13.11.2014/11:06;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
430;460.4/97;Kühlcontainer 10 ft.;STUG/ZAN;2625,00;3000x2435x2590;1013 / 5021;0;;STUGEBA;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;11.08.2014;  .  .    ;  .  .    ;  .  .    ;/11.11.2014/18:02;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
431;290184-7;TK-Container  20 ft.;MITSUBISHI;953,00;6055x2435x2590;;0;gemietet von CHT Natelberg;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/09.11.2012/12:51;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
436;275061-2;Kühlcontainer  20 ft.;ZANOTTI;1594,50;6055x2435x2590;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;06.07.1998;/08.07.2009/12:34;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
440;275371-0;Kühlcontainer  20 ft.;ZANOTTI;1796,00;6055x2435x2590;1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;01.06.2005;  .  .    ;  .  .    ;  .  .    ;/07.02.2011/09:37;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
449;5121/99;Sanitärcont. DU/WC;10 ft. IC;0,00;3000x2435x2590;1015;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.06.2014;  .  .    ;  .  .    ;01.09.2014;/02.09.2014/08:13;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
453;275005-2;Kühlcontainer  20 ft;ZANOTTI;1796,00;6055x2435x2590;RAL 1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;06.09.2006;  .  .    ;  .  .    ;  .  .    ;/21.08.2007/15:19;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
464;000031;Datenlogger 15043311;EBI 2T-112;90,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;17.12.2013;  .  .    ;  .  .    ;  .  .    ;/27.03.2015/13:29;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
467;113603-0;Stahllagercont. 40 ft;;140,00;12192x2435x2590;grün;0;;CDM;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;26.09.2012;  .  .    ;  .  .    ;  .  .    ;/25.09.2012/10:48;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
469;000015;Stahl-Außentreppe;3stufig;0,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;25.07.2014;  .  .    ;  .  .    ;  .  .    ;/25.07.2014/08:45;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
470;000016;2 Stahl-Außentreppen;3stufig;50,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;02.07.2014;  .  .    ;  .  .    ;16.07.2014;/17.07.2014/10:44;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
471;3205/3216;Bürodoppelcontainer;STUGEBA;385,00;6055x4870x2817;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;07.12.2012;  .  .    ;  .  .    ;01.10.2014;/12.01.2015/10:12;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
472;87899;Sanitärcont. Kinder;10 ft Knauss;0,00;3000x2435x2790;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;02.09.2013;  .  .    ;  .  .    ;08.10.2013;/30.10.2013/08:32;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
473;806372;Sanitärcont. DU/WC;10 ft.;0,00;3500x2435x2590;orange / weiß;0;gemietet von ALGECO;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;02.05.2006;  .  .    ;  .  .    ;26.07.2006;/27.07.2006/13:20;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
480;000017;Stahl-Außentreppe;3stufig;0,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;30.09.2014;  .  .    ;  .  .    ;17.12.2014;/23.12.2014/08:20;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
482;305991-1;Kühlcontainer 20 ft.;ZANOTTI;0,00;6055x2435x2400;1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;12.09.2014;  .  .    ;  .  .    ;18.12.2014;/19.12.2014/08:27;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
484;274951-1;Kühlcontainer 20ft KT;ZANOTTI;800,00;6055x2435x2400;RAL 1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;27.08.2014;  .  .    ;  .  .    ;15.09.2014;/19.09.2014/09:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
489;254085-0;Kühlcontainer 20 ft.;ZANOTTI;0,00;6055x2435x2590;1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.03.2014;  .  .    ;  .  .    ;  .  .    ;/19.03.2014/08:45;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
492;300146-0;Stahllagercont. 20 ft;E-Inst.;82,50;6055x2435x2590;5010 enzianblau;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;06.06.2014;06.06.2014;  .  .    ;18.06.2014;/20.06.2014/09:34;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
500;20.0056/5+6;Containeranlage (3);CN STUGEBA;0,00;6055x7305x2790;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;13.11.2014;  .  .    ;  .  .    ;  .  .    ;/12.11.2014/15:57;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
502;740115-7;TK-Container 20 ft.;Carrier;953,00;6055x2435x2590;;0;gemietet von Hitzefrei;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/13.01.2011/15:33;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
504;201095-8;TK-Container 20 ft.;ZANOTTI;0,00;6055x2435x2590;RAL 1013 / 5021;0;;SCt / ZANOTTI;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;25.10.2013;  .  .    ;  .  .    ;  .  .    ;/24.10.2013/15:47;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
505;0000120;1 Stand-Klimagerät;MITSUI 04MI247370;0,00;2,5 kW;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;29.05.2008;  .  .    ;  .  .    ;  .  .    ;/05.08.2008/15:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
506;201380-7;TK-Container   20 ft.;ZANOTTI;918,00;6055x2435x2400;1013 / 5021;0;;SCT;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;14.11.2006;  .  .    ;  .  .    ;  .  .    ;/20.05.2009/13:44;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
509;3794/2000;Büro/Unterkunftscont.;20 ft GR-JO;0,00;6055x2435x2817;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;08.11.2011;  .  .    ;  .  .    ;  .  .    ;/16.11.2011/14:14;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
511;0000413;Bürocontainer 20 ft.;ALG #120389;540,00;6055x2435x2800;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;01.08.2013;  .  .    ;  .  .    ;  .  .    ;/01.10.2013/08:25;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
512;3796/2000;Büro/Unterkunftscont.;20 ft. GR-JO;0,00;6055x2435x2817;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.02.2014;  .  .    ;  .  .    ;13.10.2014;/17.10.2014/11:35;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
513;3914;Sanitärcont. Da/He;20 ft. GR-JO;900,00;6055x2435x2590;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;01.10.2014;  .  .    ;  .  .    ;06.10.2014;/07.10.2014/11:32;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
514;3915;Sanitärcont. Da/He;20 ft. GR-JO;680,00;6055x2435x2590;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;14.08.2014;  .  .    ;  .  .    ;11.09.2014;/18.09.2014/15:55;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
515;3916;Sanitärcont. Da/He;20 ft. GR-JO;900,00;6055x2435x2590;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;01.10.2014;  .  .    ;  .  .    ;06.10.2014;/07.10.2014/11:32;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
516;3917;Sanitärcont. Da/He;20 ft. GR-JO;1280,00;6055x2435x2590;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;01.09.2014;  .  .    ;  .  .    ;08.10.2014;/09.10.2014/11:07;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
519;000018;10 Stahl-Außentreppen;3stufig;250,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;17.07.2012;  .  .    ;  .  .    ;  .  .    ;/14.07.2014/15:32;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
526;270965-0;TK-Container 20 ft.;CARRIER;855,00;6055x2435x2590;;0;gemietet von CDS;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;24.07.2006;  .  .    ;  .  .    ;  .  .    ;/18.01.2012/13:19;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
527;253223-8;Kühlcontainer 20 ft.;ZANOTTI;1145,00;6055x2435x2400;1013 / 5021;0;;SCT;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;06.08.2014;  .  .    ;  .  .    ;28.08.2014;/01.09.2014/17:54;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
530;203078-5;Kühlcontainer 20ft KT;ZANOTTI;1850,00;6055x2435x2400;RAL 1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;24.06.2014;  .  .    ;  .  .    ;04.09.2014;/30.09.2014/16:28;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
531;202234-7;Kühlcontainer 20 ft.;ZANOTTI;1570,00;6055x2435x2400;1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;19.08.2014;  .  .    ;  .  .    ;17.09.2014;/18.09.2014/08:29;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
533;229043-8;Kühlcontainer 20 ft.;ZANOTTI;1930,00;6055x2435x2590;1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;10.09.2014;  .  .    ;  .  .    ;09.10.2014;/10.10.2014/10:08;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
534;204076-3;Kühlcontainer 20 ft.;ZANOTTI;975,00;6055x2435x2400;RAL 1013/RAL 5021;0;;;00.99;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;06.11.2014;  .  .    ;  .  .    ;17.11.2014;/20.11.2014/09:27;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
535;000092;4 Betonfüße;Rampenhöhe;36,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/20.03.2013/09:18;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
540;201833-8;Isoliercontainer 20ft;;0,00;6055x2435x2590;1013;0;;WCT;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/15.10.2013/15:13;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
541;203063-5;Kühlcontainer 20 ft.;ZANOTTI;975,00;6055x2435x2400;1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;06.11.2014;  .  .    ;  .  .    ;17.11.2014;/20.11.2014/09:27;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
542;202276-9;Kühlcontainer 20 ft.;ZANOTTI;983,20;6055x2435x2400;RAL 1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.08.2014;  .  .    ;  .  .    ;04.09.2014;/05.09.2014/13:08;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
544;202355-4;Kühlcontainer 20ft KT;ZANOTTI;850,00;6055x2435x2400;RAL 1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;14.10.2014;  .  .    ;  .  .    ;24.10.2014;/24.10.2014/16:27;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
551;116709-3;Stahllagercont. 20 ft;;0,00;6055x2435x2590;gelb;0;;WCT;;  .  .    ;  .  .    ;;1775,00;0,00;0,0;0,00;09.07.2013;  .  .    ;  .  .    ;  .  .    ;/08.07.2013/15:45;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
555;170260-4;TK-Container 20 ft.;CARRIER;855,00;6055x2435x2590;weiß;0;gemietet von CDS;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;09.09.2005;  .  .    ;  .  .    ;  .  .    ;/18.01.2012/13:19;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
565;4961/2001;Büro/Unterkunftscont.;20 ft. GR-JO;0,00;6055x2435x2590;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;15.10.2014;  .  .    ;  .  .    ;04.02.2015;/06.02.2015/08:12;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
576;204627-3;TK-Container  20 ft.;ZANOTTI;0,00;6055x2435x2590;1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.03.2007;  .  .    ;  .  .    ;  .  .    ;/21.03.2007/08:56;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
578;000060;Bauzaun 25,00 m;;0,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/23.03.2007/09:47;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
579;000061;1 Bauzaun-Tor;2flügelig;0,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/23.03.2007/09:47;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
583;270429-1;Kühlcontainer  20 ft.;ZANOTTI;408,00;6055x2435x2400;RAL 1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;17.02.2009;  .  .    ;  .  .    ;  .  .    ;/29.07.2011/11:48;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
584;270568-3;Kühlcontainer 20 ft.;ZANOTTI;1610,00;6055x2435x2400;RAL 1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;13.11.2014;  .  .    ;  .  .    ;07.01.2015;/08.01.2015/11:05;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
585;0000406;Containeranlage (4);ALG;4476,00;6055c9740x2800 mm;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;15.02.2013;  .  .    ;  .  .    ;05.03.2013;/09.12.2013/15:04;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
